TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;2,59;0,32;0,68;0,52;7,32;;;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;15,41;1,52;101,21;24,69;14,48;57,30;19,91;13,23;67,27;11,47;0,53;0,20;13,39;32,25;-47,45;2,83;24,39;14,31;21,23;0,59;0,41;1,08;31,38;40,92;10.099.146,95;0,62;0,15;7,35;2.361.089.403,12
TGMA3;30,44;12,62;8,44;2,21;1,47;18,59;14,12;10,32;6,17;6,19;0,03;0,01;0,87;5,62;-2,80;2,22;26,13;17,42;13,14;0,67;0,33;1,69;17,07;26,45;4.645.732,32;13,80;3,61;-0,61;2.009.128.732,60
TIET11;12,54;;-17,06;0,95;0,24;0,00;21,64;-7,77;6,13;18,71;12,58;1,95;1,33;-6,45;-0,29;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;13,19;-0,73;0,06;5.004.795.800,93
TIET3;3,49;;-23,75;1,32;0,33;0,00;21,64;-7,77;8,52;18,71;12,58;1,95;1,84;-8,98;-0,41;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;2,64;-0,15;0,08;5.004.795.800,93
TIET4;3,51;;-23,88;1,33;0,33;0,00;21,64;-7,77;8,57;18,71;12,58;1,95;1,85;-9,03;-0,41;0,84;-5,57;-1,40;4,63;0,25;0,75;0,18;4,60;;;2,64;-0,15;0,08;5.004.795.800,93
TIMS3;22,73;6,98;27,06;4,52;0,91;54,05;24,28;7,43;8,28;7,17;-1,12;-0,61;2,01;-72,18;-1,24;0,95;16,69;3,38;30,15;0,20;0,66;0,45;9,05;1,73;125.737.555,33;5,03;0,84;0,80;54.373.021.456,97
TKNO3;214,99;9,00;21,11;2,19;1,79;21,26;10,82;10,11;19,72;18,66;-1,10;-0,12;2,13;4,65;-3,77;3,78;10,38;8,50;4,10;0,82;0,18;0,84;10,24;18,59;0,00;98,12;10,18;-0,52;635.123.987,99
TKNO4;216,00;7,59;21,21;2,20;1,80;21,26;10,82;10,11;19,81;18,66;-1,10;-0,12;2,14;4,68;-3,79;3,78;10,38;8,50;4,10;0,82;0,18;0,84;10,24;18,59;0,00;98,12;10,18;-0,52;635.123.987,99
TOKY3;0,28;;-0,16;39,28;8,03;52,50;0,42;-6,51;2,48;2,55;0,08;1,24;0,01;-106,43;-11,85;0,81;-24.363,77;-4.981,80;-1.654,59;0,20;0,92;764,87;19,10;;84.433,68;0,01;-1,74;0,01;15.175.089,44
TOTS3;28,69;2,37;18,57;3,46;1,32;70,63;19,91;15,41;14,38;17,25;2,87;0,69;2,86;11,87;-1,86;1,62;18,65;7,09;9,64;0,38;0,59;0,46;17,33;25,71;302.703.633,50;8,28;1,54;1,04;17.196.831.358,89
TOYB3;2,29;;-43,94;0,03;0,00;24,06;-10,70;-10,96;-45,00;-46,99;;;4,81;0,34;0,00;;-0,07;0,00;;0,05;0,95;0,00;201,60;;;76,91;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;0,03;0,00;24,06;-10,70;-10,96;-49,12;-46,99;;;5,26;0,37;0,00;;-0,07;0,00;;0,05;0,95;0,00;201,60;;;76,91;-0,05;0,52;71.890.222,22
TPIS3;11,25;4,88;-1,28;0,99;0,23;26,50;-52,90;-42,83;-1,03;-3,51;-2,47;2,36;0,55;-0,67;-0,25;0,22;-77,17;-17,97;-28,01;0,23;0,78;0,42;1,71;;442.474,19;11,40;-8,80;0,00;495.000.000,00
TRAD3;1,15;;0,53;0,45;0,40;18,75;-463,64;428,31;-0,49;-0,45;0,04;-0,04;2,26;4,05;-0,47;3,07;85,56;76,48;-90,32;0,89;0,10;0,18;-11,06;46,01;16.595,19;2,55;2,18;0,00;46.024.171,85
TRIS3;4,36;16,04;5,54;0,72;0,32;27,82;13,71;13,17;5,32;7,60;2,28;0,31;0,73;0,55;-1,90;3,21;12,92;5,73;6,43;0,44;0,55;0,44;9,42;2,34;1.049.163,48;6,09;0,79;1,18;1.057.812.465,68
TTEN3;15,15;1,20;10,65;1,59;0,52;15,32;2,95;4,16;15,03;19,28;4,25;0,45;0,44;3,98;-1,40;1,26;14,93;4,86;1,59;0,33;0,67;1,17;39,47;23,67;16.089.366,38;9,53;1,42;-1,04;7.586.175.352,05
TUPY3;15,55;;-2,78;0,89;0,22;11,31;-3,25;-7,79;-6,65;-13,35;-6,70;0,89;0,22;0,63;-0,61;2,24;-31,97;-8,03;-7,22;0,25;0,75;1,03;17,88;;11.114.378,81;17,50;-5,59;0,00;2.059.603.953,25
TXRX3;9,00;;-0,67;-0,09;0,23;20,30;-7,98;-49,57;-4,15;-40,54;-38,62;;0,33;-0,30;-0,37;0,34;-13,77;-33,95;15,40;-2,47;3,47;0,68;6,76;;112,50;-97,97;-13,49;-0,02;17.733.845,70
TXRX4;1,65;;-0,12;-0,02;0,04;20,30;-7,98;-49,57;-0,76;-40,54;-38,62;;0,06;-0,05;-0,07;0,34;-13,77;-33,95;15,40;-2,47;3,47;0,68;6,76;;11,00;-97,97;-13,49;0,00;17.733.845,70
UCAS3;1,20;;-5,99;0,46;0,19;30,62;-5,62;-5,59;-5,96;-14,31;-8,36;0,64;0,33;5,54;-0,26;1,15;-7,66;-3,23;-5,13;0,42;0,58;0,58;9,69;;452.397,48;2,62;-0,20;0,01;79.303.636,80
UGPA3;25,60;5,08;9,53;1,73;0,57;7,13;4,11;2,06;4,76;7,09;2,33;0,85;0,20;3,44;-0,97;1,67;18,19;5,97;11,71;0,33;0,63;2,90;11,87;27,38;121.371.167,29;14,76;2,69;0,29;28.565.756.748,80
UNIP3;58,35;15,86;17,62;3,53;0,89;25,68;12,43;7,48;10,60;14,63;3,87;1,29;1,32;5,00;-1,34;2,09;20,01;5,02;8,31;0,25;0,75;0,67;5,86;0,38;326.256,67;16,55;3,31;-0,42;6.704.454.212,27
UNIP5;60,51;16,82;18,28;3,66;0,92;25,68;12,43;7,48;11,00;14,63;3,87;1,29;1,37;5,19;-1,39;2,09;20,01;5,02;8,31;0,25;0,75;0,67;5,86;0,38;8.349,06;16,55;3,31;-0,43;6.704.454.212,27
UNIP6;59,71;17,05;18,03;3,61;0,91;25,68;12,43;7,48;10,85;14,63;3,87;1,29;1,35;5,12;-1,37;2,09;20,01;5,02;8,31;0,25;0,75;0,67;5,86;0,38;9.589.500,23;16,55;3,31;-0,42;6.704.454.212,27
USIM3;7,58;;-3,64;0,46;0,27;8,39;-5,65;-10,32;-6,65;-6,57;0,35;-0,02;0,38;0,75;-0,51;4,54;-12,70;-7,50;-11,11;0,59;0,33;0,73;10,30;;5.280.569,00;16,39;-2,08;0,00;9.876.334.351,20
USIM5;8,27;;-3,97;0,50;0,30;8,39;-5,65;-10,32;-7,25;-6,57;0,35;-0,02;0,41;0,82;-0,56;4,54;-12,70;-7,50;-11,11;0,59;0,33;0,73;10,30;;126.940.096,18;16,39;-2,08;0,00;9.876.334.351,20
USIM6;8,65;;-4,16;0,53;0,31;8,39;-5,65;-10,32;-7,59;-6,57;0,35;-0,02;0,43;0,85;-0,59;4,54;-12,70;-7,50;-11,11;0,59;0,33;0,73;10,30;;719,50;16,39;-2,08;0,00;9.876.334.351,20
VALE3;78,15;7,01;22,23;1,81;0,76;35,08;15,71;7,26;10,28;12,38;2,10;0,37;1,61;20,51;-0,94;1,24;8,16;3,41;2,67;0,42;0,57;0,47;0,72;-10,20;1.281.504.147,71;43,07;3,51;-0,44;346.920.335.556,60
VAMO3;2,88;4,89;11,44;1,35;0,15;50,50;43,43;5,09;1,34;5,85;4,51;4,55;0,58;1,23;-0,21;1,77;11,81;1,34;12,65;0,11;0,89;0,26;30,63;11,41;31.142.417,81;2,13;0,25;20,31;3.518.861.371,20
VBBR3;29,69;5,25;11,84;1,64;0,55;5,18;3,09;1,56;6,00;9,06;3,06;0,84;0,19;3,17;-0,93;1,77;13,83;4,68;10,21;0,34;0,66;2,99;18,33;-5,10;226.078.856,71;18,13;2,51;-0,23;35.585.351.235,39
VITT3;3,29;8,59;8,37;0,82;0,54;29,45;7,86;7,70;8,20;11,35;3,15;0,31;0,64;1,54;-1,42;2,26;9,79;6,41;6,51;0,65;0,35;0,83;9,09;-5,40;902.718,76;4,02;0,39;-0,56;518.471.047,36
VIVA3;23,54;2,96;9,50;1,83;1,19;69,91;23,54;18,97;7,66;7,94;0,28;0,07;1,80;2,47;-3,25;4,14;19,31;12,52;19,59;0,65;0,35;0,66;23,64;31,89;58.197.705,95;12,83;2,48;-0,47;5.560.095.482,26
VIVR3;1,67;;-0,46;-0,18;0,04;21,07;-50,00;-78,58;-0,73;-2,26;-1,53;;0,36;-0,36;-0,06;0,77;-38,84;-8,48;-17,24;-0,22;0,76;0,11;-8,14;;38.630,38;-9,27;-3,60;0,01;8.149.666,80
VIVT3;34,79;3,06;17,62;1,62;0,86;44,93;16,81;10,50;11,01;12,06;1,05;0,15;1,85;43,54;-1,10;1,10;9,17;4,88;9,00;0,53;0,47;0,46;6,68;5,96;147.653.691,05;21,54;1,97;1,52;112.251.556.979,38
VIVT4;45,34;;22,96;2,10;1,12;44,93;16,81;10,50;14,35;12,06;1,05;0,15;2,41;56,75;-1,44;1,10;9,17;4,88;9,00;0,53;0,47;0,46;6,68;5,96;;21,54;1,97;1,99;112.251.556.979,38
VLID3;17,37;2,17;5,69;0,81;0,46;34,81;13,59;12,13;5,08;5,34;0,26;0,04;0,69;1,70;-0,86;2,32;14,22;8,01;9,42;0,56;0,43;0,66;1,24;;4.963.294,48;21,47;3,05;-0,28;1.386.757.833,75
VSPT3;5,00;;-39,23;0,78;0,38;12,17;-2,09;-1,89;-35,49;-31,74;3,74;-0,08;0,74;-12,77;-0,42;0,78;-1,99;-0,96;-2,20;0,48;0,52;0,51;6,04;;;6,41;-0,13;0,27;2.569.294.560,00
VSPT4;0,00;;0,00;0,00;0,00;12,17;-2,09;-1,89;0,00;-31,74;3,74;-0,08;0,00;0,00;0,00;0,78;-1,99;-0,96;-2,20;0,48;0,52;0,51;6,04;;;6,41;-0,13;0,00;2.569.294.560,00
VSTE3;3,74;1,36;8,37;0,40;0,25;64,13;8,73;4,02;3,86;6,38;2,52;0,26;0,34;2,46;-0,37;1,48;4,74;3,02;7,98;0,64;0,36;0,75;15,50;;60.434,81;9,42;0,45;-0,01;427.608.572,82
VTRU3;13,54;0,19;-6,73;1,99;1,62;22,04;-7,31;-14,81;-13,62;-9,94;3,68;-0,54;1,00;3,84;-3,53;4,48;-29,57;-24,02;-29,52;0,81;0,19;1,62;;;8.156.971,86;6,81;-2,01;;512.977.211,78
VULC3;14,40;32,67;4,02;1,83;1,14;41,06;20,92;31,34;6,02;6,90;0,88;0,27;1,26;2,76;-3,03;2,95;45,47;28,32;12,76;0,62;0,38;0,90;24,73;104,84;13.119.996,59;7,88;3,58;0,04;4.578.943.248,00
VVEO3;0,77;;12,33;0,13;0,03;14,91;4,92;0,17;0,44;5,47;5,04;1,53;0,02;0,22;-0,06;1,33;1,07;0,22;10,36;0,21;0,79;1,30;21,25;-30,21;2.259.784,14;5,83;0,06;-0,12;248.571.868,16
WDCN3;2,45;;-0,81;0,33;0,12;25,79;-16,97;-22,70;-1,08;0,80;1,88;-0,58;0,18;0,47;-0,28;1,87;-40,95;-15,28;-41,52;0,37;0,63;0,67;3,96;;41.749,81;7,42;-3,04;0,00;155.480.584,35
WEGE3;46,90;2,88;31,31;11,09;4,54;33,24;19,66;15,64;24,91;24,49;-0,42;-0,19;4,90;20,34;-12,28;1,55;35,43;14,49;28,32;0,41;0,56;0,93;18,49;21,85;349.520.417,00;4,23;1,50;73,40;196.854.214.106,20
WEST3;4,18;;-22,12;0,21;0,16;39,64;-15,97;-1,37;-1,90;2,19;4,08;-0,46;0,30;0,41;-0,38;3,00;-0,96;-0,71;-11,40;0,75;0,25;0,52;-9,25;;219.783,29;19,76;-0,19;0,25;46.437.074,64
WHRL3;3,90;5,01;17,85;3,06;0,60;18,76;8,60;2,66;5,51;5,69;0,11;0,06;0,47;-9,61;-1,69;0,91;17,12;3,34;20,84;0,20;0,80;1,26;6,29;-14,35;5.202,24;1,28;0,22;-0,28;5.931.978.182,55
WHRL4;4,05;5,21;18,53;3,17;0,62;18,76;8,60;2,66;5,72;5,69;0,11;0,06;0,49;-9,98;-1,76;0,91;17,12;3,34;20,84;0,20;0,80;1,26;6,29;-14,35;35.494,09;1,28;0,22;-0,29;5.931.978.182,55
WIZC3;7,88;7,98;6,49;1,83;0,52;61,24;44,14;14,43;2,12;2,11;-0,01;-0,01;0,94;34,45;-0,71;1,06;28,26;8,04;23,53;0,28;0,46;0,56;11,49;-0,05;2.668.437,76;4,30;1,21;0,44;1.260.069.382,16
WLMM3;20,47;5,98;9,40;0,94;0,47;13,02;5,49;2,70;4,62;5,97;1,48;0,30;0,25;1,71;-1,15;1,89;10,00;5,03;8,01;0,50;0,50;1,86;24,89;7,82;542,60;21,78;2,18;-0,26;724.969.541,40
WLMM4;19,44;6,93;8,93;0,89;0,45;13,02;5,49;2,70;4,39;5,97;1,48;0,30;0,24;1,63;-1,09;1,89;10,00;5,03;8,01;0,50;0,50;1,86;24,89;7,82;29.218,10;21,78;2,18;-0,25;724.969.541,40
YDUQ3;8,90;6,39;20,57;0,81;0,25;60,32;14,84;2,14;2,97;8,18;5,21;1,43;0,44;3,25;-0,33;1,47;3,96;1,22;9,39;0,31;0,69;0,57;7,46;3,85;31.928.668,62;10,94;0,43;-0,33;2.439.390.773,90
ZAMP3;3,50;;34,09;1,02;0,32;65,87;3,05;0,77;8,64;14,38;5,74;0,68;0,26;-4,99;-0,41;0,77;3,00;0,93;6,13;0,31;0,69;1,21;18,51;;247.849,00;3,43;0,10;-0,26;1.424.270.382,50
